comment,sentiment
بسیار مزخرف . آشغال بود,Negative
بدترین سیستم اداری تاریخ جهان,Negative
50دقیقه طول کشید غذا بهم تحویل دادن، بردم خونه دیدم بجای چلو جوجه، فقط برنج داخلش بود,Negative
جای عالی،محیطی خوب و آرام بخشی داره,Positive
افتضاح. دو تا پیتزا سفارش دادم. خام بود. قابل خوردن نبود.,Negative
سپاس از آقای محمودپور  کار درست و با تجربه,Positive
بلند ترین میل آجر پزی مشهد,Neutral
کارتون مورد پسندم بود.ممنون,Positive
مدرسه خوبی است,Positive
محیط مجموعه خیلی بزرگه و جا داشت زمین ورزش و محل تماشاگر ها بزرگتر بشه ولی متاسفانه فضای بلا استفاده زیادی داره که این یکمی حسرته ولی در کل شرایط خوبی داره از تهویه تا گرمایش و کفپوش سالن,Positive
اومدیم بنزین بزنیم هیشکی نیست بدون صاحبه,Negative
داخل نمازخانه تنها امکان وضو گرفتن، (هم آقایان و هم بانوان) موجوده.,Neutral
میدان چهار شیر از قدیمی ترین میدان های اهواز یادش بخیر,Neutral
دست مریزاد استاد💯💯,Positive
چمن مصنوعی عالی,Positive
"افتضاح نرید اونجا ک ماشینتون داغون میشه یا میزنین به کسی دیگه اینقد شیب و صعود  داره 
کلاج و  گاز  زیر پاتون در بره  کار تمامه ...",Negative
ساحلی تمیز و زیبا,Positive
روستای زیبا و قدیمی و مردمان خوب صاف و ساده و خونگرم و مهربان و دلسوز و زحمتکش,Positive
انقدر شلوغه تا به جایگاه برسی یه باک تموم میکمنی,Negative
سلام شب نمیزارن بمونی  صبح ساعت ۱۱ باز میشه  مسیر اسفالت  و خوبی هم  داره,Positive
متاسفانه به شدت غذا کیفیتش پایین بود و همه چی مونده بود,Negative
تمیزه و جای خوبی واسه ورزش صبحگاهیه,Positive
بیمارستان کوچک و امکانات کم,Negative
نوبت میدن میگن فلان ساعت اینجا باشید سر ساعت می‌رسی سه ساعت بعد ویزیت میشی مردم که الاف نیستن سه ساعت از وقتشون به خاطر بی نظمی شما هدر بدن,Negative
"خیلی شلوغه 
بنظرم مدیریت خوبی نداره و به مردم احترام نمیزاره 
چون اگر میخواست احترام بزاره میتونست محدودیت بلیط در نظر بگیره 
برا سرسره خوب باید نیم ساعت تو صف بود",Negative
بیشتر تلاش کنید,Neutral
واقعا کارش عالی و ضمانتی هست,Positive
"کارشناس فنی بسیار بسیار ضعیف است.
انکار ایراد های بزرگ خودرو با دلایل غیر منطقی به علت عدم مهارت لازم به عنوان مکانیک خودرو.",Negative
کاربلد و صادق 🤌👌👌,Positive
برخورد بد مدیریت و کارکنان، نظافت بسیار بد، سرویس های بهداشتی کثیف، کیفیت غذای پایین، دریافت هزینه بالا,Negative
"چرا این پارکینگ هزینه‌ش ۱۰هزار تومنه؟ اونم واسه یه توقف یک ساعته.
پارکینگی که سقف، سایه‌بون و حتی امنیت هم نداره.",Negative
با سلام در روز اول عید نوروز نائب الزیاره همه بودیم با آمدن فصل بهار جوانه زدن سبزه ها و شکوفه درختان با تزئین سفره هفت سین اونم تو هوای بارانی چه با صفا بود حضور دراین مکان هم از لحاظ روحی و هم معنوی خیلی عالی  است التماس دعا,Positive
آدرس اشتباه اومدن ، اشتباه از سمت خودش هست ، ولی میگن دیگه ما برای ادرس جدید نمیفرستیم ، خودتون باید بیاین از این مرکز تحویل بگیرید,Negative
"پیشنهاد نمیکنم اصلا
قطر نان بسیار نازک در حدی که میچسبه به سنگ و تیکه پاره میدن تحویلت
حجم نان کمتر از میزان مصوبه
عدم رعایت نکات بهداشتی متاسفانه",Negative
مزخرف ترین کلینیک ایران که آدم و بیچاره میکنن با اطلاعت کمشون,Negative
برخورد عالی و محترمانه و توضیح کامل و جامع درمورد نوع خدماتی که ارائه میدند و صبر و حوصله بسیار خوبی دارند,Positive
من رفتم ازش دارو آزاد گرفتم اصلا برخورد خوبی نداشتن و دکتر داروسازشم نبود و متصدی فروش دارو هم خانمی جوان بود که اصلا حجابشو درست رعایت نکرده بود درست برخورد نکرد,Negative
عاالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی عالی,Positive
عالی بود و بسیار لذت بخش,Positive
مدرسه خوبی نیست,Negative
غذا هاش سرد بود,Negative
اصلا راضی نبودم، اول که قانون میگه گرفتن انعام غیرقانونی هست دوم کارگر های این کارواش طلب کار هستند از ادم،من ماشین بردم این کاروش وقتی انعام دادم طرف هزار تا حرف به من زده که خجالت نمیکشی این مبلغ رو میدی،مسئول کارواش نمیدونه که همین کارگر باعث میشه کارواش از بین بره,Negative
"اصلا خوب نیست
باغ پرندگان شرق تهران خیلی بهتره",Negative
خیلی شلوغ است,Negative
معلم های خوب و مهربون😍👏,Positive
کیفیت غذاش متوسط هست.,Neutral
باغ وحشش افتضاحه,Negative
تکمیل ترین سوپری محله,Positive
شهربازی هامون  در بلوار ارم روبروی کاخ شمس در بوستان هامون قرار گرفته و دارای وسایل بازی متنوع بیشتر برای کودکان از میانگین بلیط ۱۰هزارتون تا ۳۵هزار تومن می‌تونه لحظات شاد و مفرحی علی الخصوص برای کودکان و آخرهفته خوشی برای خانواده ها بسازه.,Positive
این مسجد از نظر من کوچک است و منظم نیست,Negative
خوب نیست,Negative
یه جای فوق العاده، و با کیفیت,Positive
ای کاش بیشتر از این ها به این فرودگاه اهمیت داده بشه و هر روز شاهد توسعه  وتجهیز روز افزون آن باشیم.,Neutral
"اینجا نرین‌ ملت 
گفتم برام اعتبار چک‌کن‌‌ نصفشو جلوی‌چشام برداشت کرد چهار تا دکمه اضافی هم‌زد که مشخص نباشه  
سریع اینترنتی چک‌کردم دیدم دروغ‌گفته 
البته که شکایت می‌کنم و همون مبلغ اضافی رو هم ازشون گرفتم همونجا",Negative
"پارکینگ فوق العاده بی نظم که به زور میخوان تعداد غیرمنطقی ماشین رو جا بدن و همین باعث شد در نبود ما یکی گلگیر و سپر رو مزین کنه و چند میلیون خسارت وارد بشه
چندتا دوربین بی کیفیت هم تو نقاط کور گذاشتن که هیچی عملاً مشخص نیست ازش",Negative
باسلام .جای کثیف و جوانان محلی به مسافران گیر می دهند.واذیت می کنند.خیلی برای تفریح جالب نیست.,Negative
